;Artist;Title;Date;Genre;Label;CriticScore;CriticNum;UserScore;UserNum
2095;Jeremy Cunningham;The Weather Up There;February 28;-;Northern Spy;78;1;75;1
2096;Fluisteraars;Bloem;February 28;Atmospheric Black Metal;Eisenwald;NR;0;74;21
2097;Surfaces;Horizons;February 28;-;TenThousand Projects;NR;0;62;21
2098;Four Year Strong;Brain Pain;February 28;-;Pure Noise;80;3;62;3
2099;Loke Rahbek & Frederik Valentin;Elephant;February 28;-;Posh Isolation;NR;0;74;20
2100;Internal Rot;Grieving Birth;February 28;-;IRON LUNG Records;NR;0;68;17
2101;Smoke DZA;A Closed Mouth Don't Get Fed;February 28;-;RFC, Cinematic;NR;0;54;17
2102;SLIFT;Ummon;February 28;-;Vicious Circle Records;NR;0;82;16
2103;Merzbow;StereoAkuma;February 28;Noise;Room40;NR;0;69;15
2104;Kassa Overall;I THINK I'M GOOD;February 28;-;Brownswood Recordings;80;2;78;2
2105;Grimm Grimm;Ginormous;February 28;-;MAGNIPH;70;1;71;1
2106;Daniel Davies;Signals;February 28;Progressive Electronic;Sacred Bones;70;1;68;1
2107;HOLY;Ryder;February 28;Psychedelic Pop;PNKSLM;80;1;69;1
2108;Nova Twins;Who Are The Girls?;February 28;-;Blood Records;78;4;63;4
2109;Laylow;TRINITY;February 28;Trap Rap;DigitalMundo;NR;0;79;12
2110;Gigi Masin;Calypso;February 28;Ambient;Apollo;69;2;74;2
2111;Wajatta;Don't Let Get You Down;February 28;-;Brainfeeder;71;2;74;2
2112;Planet Asia & 38 Spesh;Trust The Chain;February 28;Planet Asia, 38 Spesh / Feature;- ;NR;0;70;11
2113;The Proper Ornaments;Mission Bells;February 28;-;Tapete Records;80;1;68;1
2114;Hailey Whitters;The Dream;February 28;-;Pigasus;87;2;70;2
2115;Lié;You Want It Real;February 28;Post-Hardcore, Post-Punk;Mint;75;2;71;2
2116;Wrangler;A Situation;February 28;Minimal Synth;Bella Union;75;4;63;4
2117;Vic Spencer;Psychological Cheat Sheet;February 28;-;Old Fart Luggage;NR;0;76;10
2118;Cierra Ramirez;Over Your Head;February 28;;- ;NR;0;84;9
2119;Niklas Paschburg;Svalbard;February 28;;- ;NR;0;79;9
2120;Jóhann Jóhannsson & Yair Elazar Glotman;Last And First Men;February 28;-;Deutsche Grammophon GmbH;NR;0;78;9
2121;Cold Beat;Mother;February 28;Synthpop;DFA;NR;0;72;9
2122;Today Is The Day;No Good to Anyone;February 28;-;BMG;80;1;67;1
2123;Juniore;Un, Deux, Trois;February 28;-;Le Phonographe;85;1;74;1
2124;Sink Ya Teeth;Two;February 28;-;Hey Buffalo;80;2;75;2
2125;Najwa;Viene de largo;February 28;-;Warner Music Spain;NR;0;52;8
2126;Tom Sawyer;Son;February 28;;- ;NR;0;3;8
2127;The Night Flight Orchestra;Aeromantic;February 28;;- ;NR;0;61;8
2128;Regarde Les Hommes Tomber;Ascension;February 28;Black Metal;Season of Mist;95;1;70;1
2129;Leo Takami;Felis Catus & Silence;February 28;-;Unseen Worlds;80;1;68;1
2130;Toundra;Das Cabinet des Dr Cagliari;February 28;;- ;NR;0;73;8
2131;Wishbone Ash;coat of arms;February 28;;- ;NR;0;59;7
2132;Shell Of A Shell;Away Team;February 28;-;Exploding In Sound;80;1;67;1
2133;James Taylor;American Standard;February 28;-;Fantasy Records;60;6;64;6
2134;Gladie;Safe Sins;February 28;Indie Pop;Lame-O;70;2;64;2
2135;Haleek Maul;Errol;February 28;Trap Rap, Cloud Rap;Lex;70;3;67;3
2136;The Seshen;CYAN;February 28;-;Tru Thoughts;80;1;71;1
2137;Hayley Ross;The Weight of Hope;February 28;-;Barracuda Recordings;NR;0;72;6
2138;Drown;Subaqueous;February 28;-;Lupus Lounge;NR;0;78;6
2139;Aria Rostami & Daniel Blomquist;Sketch for Winter VIII: Floating Tone;February 28;;- ;NR;0;74;6
2140;Insect Ark;The Vanishing;February 28;;- ;80;1;71;1
2141;Элджей;Sayonara Boy Oраl;February 28;-;Universal Music;NR;0;42;6
2142;Ocoeur;Everything;February 28;;- ;NR;0;74;6
2143;SOULOUD;Солнце не взойдет?;February 28;;- ;NR;0;79;6
2144;Dark Fortress;Spectres from the Old World;February 28;-;Century Media;80;1;70;1
2145;The Echelon Effect;Drift Ten;February 28;;- ;NR;0;77;5
2146;BLOMMA;BLOMMA;February 28;;- ;70;1;81;1
2147;Echo Machine;Instant Transmissions;February 28;-;Riverman / Assai;80;1;64;1
2148;Ted Poor;You Already Know;February 28;-;Impulse!;NR;0;77;5
2149;Beneath The Massacre;Fearmonger;February 28;-;Century Media;67;3;52;3
2150;Chapelier Fou;Meridiens;February 28;-;Ici d’ailleurs;NR;0;57;5
2151;Kvaen;The Funeral Pyre;February 28;-;Black Lion Records;NR;0;69;4
2152;Billy Marchiafava;Mainstream Meme;February 28;-;Self-Released;NR;0;42;4
2153;Sol Seppy;I Am As You Are, Pt 1;February 28;-;ANNNA;NR;0;72;4
2154;Yuksek;Nosso ritmo;February 28;;- ;NR;0;60;4
2155;Billy Marchiafava;Mainstream Meme;February 28;-;Self-Released;NR;0;42;4
2156;Kvaen;The Funeral Pyre;February 28;-;Black Lion Records;NR;0;69;4
2157;Sol Seppy;I Am As You Are, Pt 1;February 28;-;ANNNA;NR;0;72;4
2158;Yuksek;Nosso ritmo;February 28;;- ;NR;0;60;4
2159;Tombs;Monarchy Of Shadows;February 28;Metal;Season of Mist;NR;0;68;4
2160;Alabaster DePlume;To Cy & Lee: Instrumentals, Vol. 1;February 28;;- ;NR;0;82;4
2161;John Dolmayan;These Grey Men;February 28;;- ;60;1;59;1
2162;Close Lobsters;Post Neo Anti (Arte Povera in the Forest of Symbols);February 28;-;Last Night From Glasgow;NR;0;73;4
2163;Tony Or Tony;SHARK MUSCLE;February 28;-;Quiet Time Tapes;NR;0;67;4
2164;Franc Moody;Dream In Colour;February 28;;- ;NR;0;64;4
2165;Black Market Brass;Undying Thirst;February 28;;- ;NR;0;74;4
2166;The Jacka;Murder Weapon;February 28;;- ;NR;0;55;4
2167;Ben Seretan;Youth Pastoral;February 28;-;Whatever's Clever;78;2;75;2
2168;Yegor Zabelov;Niti;February 28;;- ;NR;0;68;4
2169;Autre Monde;The Imaginary Museum;February 28;;- ;NR;0;71;4
2170;Delroy Edwards;Slap Happy;February 28;-;L.I.E.S.;64;1;65;1
2171;Takeleave;Belonging;February 28;-;Project Mooncircle;NR;0;69;4
2172;Johnossi;Torch // Flame;February 28;-;Bmg Rights M;65;2;78;2
2173;Pulled By Magnets;Rose Golden Doorways;February 28;-;Glitterbeat;70;2;68;2
2174;Werner Dafeldecker;Parallel Darks;February 28;-;Room40;NR;0;66;3
2175;Blood And Sun;Love & Ashes;February 28;;- ;NR;0;69;3
2176;Cabane;grande est la maison;February 28;;- ;40;1;72;1
2177;Big Gigantic;Free Your Mind;February 28;-;Counter;NR;0;57;3
2178;Ramson Badbonez;Death Mask;February 28;UK Hip Hop;High Focus Records;NR;0;69;3
2179;Slowly Slowly;Race Car Blues;February 28;Pop Punk;UNFD;60;1;65;1
2180;Aloïse Sauvage;Dévorantes;February 28;-;Initial Artist Services;NR;0;72;3
2181;Sergio Mendes;In The Key Of Joy;February 28;-;Concord Records;80;1;67;1
2182;Clear Path Ensemble;Clear Path Ensemble;February 28;-;Cosmic Compositions;NR;0;75;3
2183;Sierra Hull;25 Trips;February 28;Bluegrass;Rounder;80;1;75;1
2184;Vila Martel;Nunca Mais É Sábado;February 28;;- ;NR;0;75;3
2185;Iguana Garcia;Vagas;February 28;;- ;NR;0;68;3
2186;Infirmum;Walls of Sorrow;February 28;;- ;NR;0;67;3
2187;Linkwood & Greg Foat;Linkwood & Foat;February 28;-;Athens Of The North;NR;0;74;3
2188;Post Louis;Descender;February 28;-;DD Records;NR;0;75;3
2189;Ann Margaret Hogan;Honeysuckle Burials;February 28;-;Downwards;NR;0;58;2
2190;Afu-ra;Urban Chemistry;February 28;Hip Hop;X-Ray;NR;0;60;2
2191;Wolfgang Haffner;Kind of Tango;February 28;-;ACT Music;NR;0;75;2
2192;Dionysos;Surprisier;February 28;-;L'Extraordinarium;NR;0;77;2
2193;Port Juvee;Motion Control;February 28;-;Garment District;NR;0;72;2
2194;Les Deuxluxes;Lighter Fluid;February 28;-;Bonsound;NR;0;71;2
2195;MALKA;I’m Not Your Soldier;February 28;-;Tantrum;60;1;68;1
2196;Liesa Van Der Aa;Easy Alice;February 28;;- ;NR;0;51;2
2197;Karina;2;February 28;-;Playground Music;NR;0;74;2
2198;Da Chick;conversations with the beat;February 28;-;Discotexas;NR;0;58;2
2199;Sibusile Xaba;Ngiwu Shwabada;February 28;-;Komos;NR;0;78;2
2200;Chine Laroche;Au delà du réel;February 28;-;Un Plan Simple et Chine Laroche;NR;0;76;2
2201;Tengo John;Temporada;February 28;-;Turquoise Productions;NR;0;70;2
2202;Dionysos;Surprisier;February 28;-;L'Extraordinarium;NR;0;77;2
2203;Electric Sewer Age;Contemplating Nothingness;February 28;;- ;NR;0;84;2
2204;Good Boy;It Takes A Lot Of Skill To Milk A Mare;February 28;-;Good Boy;NR;0;70;2
2205;Les Deuxluxes;Lighter Fluid;February 28;-;Bonsound;NR;0;71;2
2206;AKB;Marianergraven;February 28;;- ;NR;0;72;2
2207;Liesa Van Der Aa;Easy Alice;February 28;;- ;NR;0;51;2
2208;Young Chop;Young Godfather;February 28;-;Chopsquad Inc.;NR;0;56;2
2209;Sibusile Xaba;Ngiwu Shwabada;February 28;-;Komos;NR;0;78;2
2210;Margarita Siempre Viva;Letanías Del Jardín;February 28;-;Margarita Siempre Viva;NR;0;71;2
2211;Chine Laroche;Au delà du réel;February 28;-;Un Plan Simple et Chine Laroche;NR;0;76;2
2212;Tengo John;Temporada;February 28;-;Turquoise Productions;NR;0;70;2
2213;ShittyBoyz;New Year Same Scams;February 28;-;TheHipHopLab Records;NR;0;42;2
2214;Sopa De Cabra;La Gran Onada;February 28;-;Pop-Rock Catala;NR;0;69;2
2215;Lord Whorfin;Lord Whorfin;February 28;-;Flowerpot Records;NR;0;84;2
2216;Northeast Party House;Shelf Life;February 28;;- ;NR;0;72;2
2217;THINKABOUTIT;Marea;February 28;;- ;NR;0;83;2
2218;Jé Santiago;O Bagulho é Trap;February 28;;- ;NR;0;51;2
2219;Fasma;Io sono Fasma;February 28;;- ;NR;0;33;2
2220;Kjellvandertonbruket;Doom Country;February 28;-;Startracks;NR;0;75;1
2221;Non Voglio Che Clara;Superspleen vol.1;February 28;-;Cramps;NR;0;85;1
2222;Lindigo;Kosa Néna;February 28;-;Helico / Lindigo;NR;0;75;1
2223;Boogát;El Gato y Los Rumberos;February 28;;- ;90;1;77;1
2224;The Lovetones;Myriad;February 28;-;Cleopatra Records;NR;0;68;1
2225;Pop X;Antille;February 28;Indie Pop, Synthpop;Bomba Dischi;NR;0;73;1
2226;Moth Cock;Mystics and Statistics;February 28;-;unifactor;NR;0;55;1
2227;Chuck Chan & Pad Scientist;Polly By The Powder Keg;February 28;;- ;NR;0;71;1
2228;James Leonard Hewitson;Only the Noise Will Save Me;February 28;-;James Leonard Hewitson;80;1;69;1
2229;Shabaam Sahdeeq & J57;Precious Stones;February 28;-;Self-Released;NR;0;75;1
2230;Clem Leek;Wind, Air & Sea;February 28;;- ;NR;0;68;1
2231;Lavender Flu;Barbarian Dust;February 28;-;In The Red;NR;0;50;1
2232;Power Alone;Rather Be Alone;February 28;-;Indecision;NR;0;84;1
2233;Divenere;From Sahara To The Moon;February 28;;- ;NR;0;77;1
2234;Ekin Beril;Dualite;February 28;-;EBM;NR;0;75;1
2235;BLACKSTARKIDS;SURF;February 28;-;BEDROOM POP RECORDS;NR;0;85;1
2236;Fallen;The World Outside;February 28;;- ;NR;0;60;1
2237;CB3;Aeons;February 28;;- ;NR;0;78;1
2238;Dente;Dente;February 28;-;INRI;NR;0;65;1
2239;Charles Lloyd;kindred spirits;February 28;;- ;NR;0;78;1
2240;Rich P;Spiritual Levels;February 28;-;STRENGTH IN NUMBERS INC.;NR;0;66;1
2241;WEB WEB;Worshippers;February 28;;- ;NR;0;77;1
2242;No Aloha;Rage, Love & Devotion;February 28;-;RockCD Records;NR;0;63;1
2243;MH The Verb;Space Ninja;February 28;-;ArtHouse95;NR;0;77;1
2244;Yuzmv;Yuzmv;February 28;;- ;NR;0;71;1
2245;Kelvin T;Aerate;February 28;;- ;NR;0;54;1
2246;The Cowboy;WiFi on the Prairie;February 28;-;Feel It Records;NR;0;63;1
2247;Raskolnikov;Lazy People Will Destroy You;February 28;;- ;NR;0;77;1
2248;The Wushimi Complex;The Anon Database;February 28;-;Dream Catalogue;NR;0;65;1
2249;Cactus Lee;Tarantula;February 28;;- ;NR;0;85;1
2250;Kjellvandertonbruket;Doom Country;February 28;-;Startracks;NR;0;75;1
2251;Mila Mar;Harar;February 28;-;Dryland;NR;0;80;1
2252;Luis Clavis;Homme objet;February 28;;- ;NR;0;60;1
2253;Gamayun;Фильтреализм (Filterealism);February 28;-;ГОСТ;NR;0;62;1
2254;Ryan J Raffa;Ginkgo;February 28;;- ;NR;0;55;1
2255;Cheer-Accident;Chicago XX;February 28;;- ;NR;0;81;1
2256;Shabaam Sahdeeq & J57;Precious Stones;February 28;-;Self-Released;NR;0;75;1
2257;Dyscarnate;Enduring the Massacre;February 28;-;Unique Leader Records;NR;0;65;1
2258;Starbirthed;Tour Guide;February 28;;- ;NR;0;60;1
2259;Lavender Flu;Barbarian Dust;February 28;-;In The Red;NR;0;50;1
2260;Gepe & Natalia Lafourcade;Timidez;February 28;-;Sony Music;NR;0;62;1
2261;Lindigo;Kosa Néna;February 28;-;Helico / Lindigo;NR;0;75;1
2262;Power Alone;Rather Be Alone;February 28;-;Indecision;NR;0;84;1
2263;On-The-Go;Unsaid;February 28;;- ;NR;0;66;1
2264;Neaera;Neaera;February 28;;- ;NR;0;70;1
2265;Pop X;Antille;February 28;Indie Pop, Synthpop;Bomba Dischi;NR;0;73;1
2266;Cmqmartina;DISCO;February 28;-;La Clinica Dischi;NR;0;75;1
2267;The Lovetones;Myriad;February 28;-;Cleopatra Records;NR;0;68;1
2268;Ekin Beril;Dualite;February 28;-;EBM;NR;0;75;1
2269;The Fantasy Orchestra;The Bear and Other Stories;February 28;;- ;NR;0;72;1
2270;Clem Leek;Wind, Air & Sea;February 28;;- ;NR;0;68;1
2271;Non Voglio Che Clara;Superspleen vol.1;February 28;-;Cramps;NR;0;85;1
2272;Ardamus & Height Keech;Astro Blocks;February 28;-;Cold Rhymes Records;NR;0;73;1
2273;Robert Cray;That's What I Heard;February 28;-;Nozzle;80;1;75;1
2274;Glaciation;Ultime Eclat;February 28;-;Osmose Productions;NR;0;68;1
2275;Primo Profit & Vago;Callejero Vagabundo;February 28;-;Money Mobb;NR;0;NR;0
2276;Kool John & Iamsu!;The Pop Up, Vol. 1;February 28;-;Shmoplife Entertainment / Eyes On Me;NR;0;NR;0
2277;Merche;Es Ahora;February 28;-;EDHIT21 MUSIC S.L.;NR;0;NR;0
2278;Primo Profit & Vago;Callejero Vagabundo;February 28;-;Money Mobb;NR;0;NR;0
2279;D.O.A.;Treason;February 28;-;Sudden Death;80;1;NR;0
2280;Les Hay Babies;Boîte aux lettres;February 28;-;Simone Records;NR;0;NR;0
2281;Massicot;Kratt;February 28;Post-Punk;Bongo Joe;NR;0;NR;0
2282;Your Loss;Your Loss;February 28;;UK Hip Hop ;NR;0;NR;0
2283;Bubu The Prince;Life Of The Rugged, Vol. 1;February 28;;- ;NR;0;NR;0
2284;SaySoTheMac;Recalibrated;February 28;-;Create Music Group;NR;0;NR;0
2285;Kilter;Axiom;February 28;Avant-Garde Metal;Alter-Nativ;70;1;NR;0
2286;Elds Mark;Elds Mark;February 28;;- ;NR;0;NR;0
2287;Phantoms Vs Fire;Modern Monsters I & II;February 28;Modern Classical, Dark Ambient, Glitch;Blackjack Illuminist;83;1;NR;0
2288;Sarah, The Illstrumentalist;Discover the World Vol. 2;February 28;-;Epidemic Sound;NR;0;NR;0
2289;The Hex Of Light;The Hex Of Light;February 28;-;Moving Furniture Records;NR;0;NR;0
2290;Kool John & Iamsu!;The Pop Up, Vol. 1;February 28;-;Shmoplife Entertainment / Eyes On Me;NR;0;NR;0
2291;Merche;Es Ahora;February 28;-;EDHIT21 MUSIC S.L.;NR;0;NR;0
2292;Bad Bunny;YHLQMDLG;February 29;Reggaeton;Rimas;82;5;66;5
2293;Ciśnienie;Brass Album;February 29;;Post-Rock ;NR;0;76;22
2294;Flamingooooo;Chaotic Mind;February 29;-;Cats&Music.Inc;NR;0;67;15
2295;Kroba & Sqwks;The Incense Eaters;February 29;-;Styles Upon Styles;NR;0;79;3
2296;Saint Abdullah;Where Do We Go, Now?;February 29;-;Purple Tape Pedigree;NR;0;58;2
2297;Bastarda;Nigunim;February 29;-;Multikulti Project;NR;0;84;2
2298;Jerzy Przeździecki & Andrzej Karałow;Pedestal's Complement;February 29;-;Bocian;NR;0;60;2
2299;Sopor Aeternus & The Ensemble Of Shadows;Island Of The Dead;February 29;;- ;NR;0;74;2
2300;Breidablik;Omicron;February 29;;- ;NR;0;75;1
2301;Ryan Scott Mattingly;Orphan Work;February 29;;- ;NR;0;59;1
2302;ASHTREY;CLAIRVOYANT;February 29;;- ;NR;0;95;1
2303;Away Forward;Catching the Sun;February 29;-;Independent;NR;0;70;1
2304;Clouds;Durere;February 29;;- ;NR;0;68;1
2305;Tay_ploops;Dish of Orcas;February 29;;- ;NR;0;64;1
2306;Mattbthag;Nothing's Written;February 29;-;AFL Records;NR;0;83;1
2307;French Police;Haunted Castle;February 29;;- ;NR;0;98;1
2308;Echorec;The Island;February 29;;- ;NR;0;NR;0
2309;Mundusmurum;GEO;February 29;;- ;NR;0;NR;0
2310;Chemical Dissection;Erosion of a Once Great Titan;February 29;;- ;NR;0;NR;0
2311;GRMLN;Goodbye, World;March 1,;;- ;NR;0;61;10
2312;Violet Cold;Noir Kid;March 1,;;- ;NR;0;74;6
2313;Lurker Of Chalice;Tellurian Slaked Furnace;March 1,;-;Nuclear War Now!;90;1;77;1
2314;ПИКА;Mount;March 1,;;- ;NR;0;54;5
2315;Jonathan Hulten;Chants from another place;March 1,;;- ;NR;0;64;4
2316;Hibiscus Biscuit;Reflection of Mine;March 1,;;- ;NR;0;67;2
2317;C. Ray;Rhodes;March 1,;-;C. Ray;NR;0;75;2
2318;Failed Treatment;Inevitable Failure of Brilliant Black Organs;March 1,;-;Discos Al Pacino;NR;0;70;1
2319;Sleepy Ice;GOTHIC DREAM HOUSE;March 1,;;- ;NR;0;60;1
2320;明日も [Tomorrow];気象関係;March 1,;-;7FORM;NR;0;50;1
2321;Lê Cát Trọng Lý;Hai người chẳng thấy nhau;March 1,;;- ;NR;0;70;1
2322;Dag Rosenqvist;Fields;March 1,;;- ;NR;0;60;1
2323;Królestwo;Antracyt;March 1,;;- ;NR;0;77;1
2324;Inner Odyssey;The Void;March 1,;;- ;NR;0;85;1
2325;2112;Nuestro Mejor Fracaso;March 1,;;- ;NR;0;70;1
2326;The Arc Light Sessions;Chromatic Overture;March 1,;;- ;NR;0;60;1
2327;Scarlet Hollow;A Window to October;March 1,;;- ;NR;0;75;1
2328;Rich Billy B;The Deepest Part of the Deep Web;March 1,;;- ;NR;0;NR;0
2329;Stem Cell Uterus;SCUxMRI;March 1,;-;Mother Russia Industries;NR;0;NR;0
2330;UZI;Cadena de Odio;March 1,;;- ;NR;0;NR;0
2331;Travis Scotch;SCOTCHWORLD;March 2,;-;Flex Entertainment;NR;0;55;27
2332;Warmth;Life;March 2,;;- ;NR;0;80;5
2333;D00d;The Funky Dog;March 2,;-;The Funky Cat;NR;0;81;2
2334;AURAL;Sonic Metamorphosis [ARL002];March 2,;;- ;NR;0;59;1
2335;Carl Finlow;Apparatus;March 2,;Electro;2020 Vision;NR;0;76;1
2336;Felix Kubin / Ditterich Von Euler-Donnersperg;NNOI#I;March 2,;-;90% Wasser;NR;0;72;1
2337;Ice Billion Berg;BILLIANO;March 2,;-;Live House Music Group/EMPIRE;NR;0;50;1
2338;Méryll Ampe;Residues of Time;March 2,;-;Scum Yr Earth;NR;0;74;1
2339;Yugo Ease;Domingo;March 2,;;- ;NR;0;NR;0
2340;DPR Live;IS ANYBODY OUT THERE?;March 3,;-;DREAM PERFECT REGIME;NR;0;71;6
2341;Ocean Wave;Everything Doesn't Happen All At Once;March 3,;;- ;NR;0;80;5
2342;FastLife & Madhattan;No Politics;March 3,;;- ;NR;0;68;2
2343;Morimoto Naoki;Hibi;March 3,;-;Seil Records;NR;0;50;2
2344;Lil Boxx;LUCID LIVING;March 3,;-;Flex Entertainment;NR;0;74;2
2345;Fabio Orsi;Vibra;March 3,;-;Facture;NR;0;62;2
2346;Various Artists;Mediterraneo - Lady Blunt Collection;March 3,;;- ;NR;0;79;1
2347;Keith Fullerton Whitman;Resonators (1);March 3,;;- ;NR;0;59;1
2348;José Orozco Mora;Formas Aparentes;March 3,;;- ;NR;0;65;1
2349;Soften The Glare;Glint;March 3,;;- ;NR;0;80;1
2350;Dråsa;Keep Trading;March 3,;;- ;NR;0;45;1
2351;Ghost Toast;Shape Without Form;March 3,;;- ;NR;0;85;1
2352;Sole Massif;Recursion;March 3,;;- ;NR;0;59;1
2353;DJ Beanz;Deadly Venoms;March 3,;;- ;NR;0;73;1
2354;Kruelty;A Dying Truth;March 3,;-;Profound Lore;70;1;68;1
2355;Corporeal Pneuma;Falling Leaves;March 3,;;- ;NR;0;55;1
2356;MAGIX;Button Moon;March 3,;;- ;NR;0;NR;0
2357;Bankroll Fresh;In Bank We Trust;March 4,;;- ;63;2;45;2
2358;Vicke Blanka;Devil;March 4,;-;avex trax;NR;0;64;4
2359;Seigen Tokuzawa & Masaki Hayashi;Drift;March 4,;;- ;NR;0;64;2
2360;Guidi Vieira;Outra Língua;March 4,;;- ;NR;0;78;1
2361;Kiro Akiyama;From Dropout;March 4,;-;Sony Music;NR;0;77;1
2362;Take Today;Visions;March 4,;;- ;NR;0;60;1
2363;MoonSun;Escapalace;March 4,;;- ;NR;0;58;1
2364;Extra Prolific;Like It's Supposed To Be;March 4,;-;Extra Prolific;70;1;71;1
2365;Steven Rutter & Bryonii;StarCrossed;March 4,;-;FireScope;NR;0;73;1
2366;DKed Krow;Closer;March 4,;-;Paradox Records;NR;0;NR;0
2367;That 1 Guy;Set the Controls for the Heart of the Buttnoggin;March 4,;-;That 1 Guy;NR;0;NR;0
2368;That 1 Guy;Set the Controls for the Heart of the Buttnoggin;March 4,;-;That 1 Guy;NR;0;NR;0
2369;Norbert Moslang;Patterns;March 5,;-;Bocian;NR;0;62;2
2370;Purple Palm;Steep Stairwell;March 5,;-;Dream Museum Records;NR;0;55;2
2371;Biv;Anywhere but Here;March 5,;;- ;NR;0;71;2
2372;Stevie Crooks;Street Elegance;March 5,;-;VLNS NVR DIE;NR;0;72;1
2373;Verminezz;THE REAL SUPERPOWER OF TEAMWORK​!​!​!​!;March 5,;;- ;NR;0;30;1
2374;Iceberg Theory & August Fanon;Rinpoche;March 5,;August Fanon / Feature;- ;NR;0;73;1
2375;African Ghost Valley;AMM;March 5,;-;Jollies Records;NR;0;65;1
2376;Biznaga;Gran pantalla;March 5,;-;Post Punk;NR;0;NR;0
2377;IASI & FRIENDS;EDIT IASI;March 5,;-;101.io;NR;0;NR;0
2378;Ozy;Ozymandias;March 5,;;- ;70;1;NR;0
2379;Lord Jah-Monte Ogbon;ROBYOPLUG​.​COM / Alkaline Water Vol. 1;March 5,;-;Lowtechrecords;NR;0;NR;0
2380;Andreas Hoem Røysum;Andreas Røysum Ensemble;March 5,;;- ;NR;0;NR;0
2381;Jay Whiss;Peace Of Mind;March 5,;-;Universal Canada;80;1;NR;0
2382;Lil Uzi Vert;Eternal Atake;March 6,;Trap Rap, Pop Rap;Atlantic;76;8;65;8
2383;U.S. Girls;Heavy Light;March 6,;Art Pop, Psychedelic Pop, Pop Soul;4AD;80;19;70;19
2384;R.A.P. Ferreira;Purple Moonlight Pages;March 6,;Abstract Hip Hop;Ruby Yacht;79;2;77;2
2385;Caroline Rose;Superstar;March 6,;Indie Pop, Synthpop;New West;75;14;74;14
2386;Lauv;~how i’m feeling~;March 6,;Electropop, R&B;AWAL;75;7;58;7
2387;Honey Harper;Starmaker;March 6,;Singer-Songwriter, Alt-Country;ATO;83;4;75;4
2388;Jhene Aiko;Chilombo;March 6,;Neo-Soul, Alternative R&B;Def Jam;65;4;64;4
2389;Phantogram;Ceremony;March 6,;Electropop;Republic;68;6;64;6
2390;Nadia Reid;Out of My Province;March 6,;Indie Folk, Singer-Songwriter;Spacebomb;78;7;71;7
2391;Disq;Collector;March 6,;Indie Rock;Saddle Creek;76;8;70;8
2392;NCT 127;NCT #127 Neo Zone;March 6,;K-Pop, R&B;SM Entertainment;82;2;73;2
2393;Riz Ahmed;The Long Goodbye;March 6,;UK Hip Hop;Mongrel;81;7;66;7
2394;Pantha Du Prince;Conference of Trees;March 6,;Electroacoustic, Microhouse, Ambient, Tribal Ambient;Modern Recordings;78;5;72;5
2395;Stephen Malkmus;Traditional Techniques;March 6,;Folk Rock;Matador;72;18;66;18
2396;Jadakiss;Ignatius;March 6,;Hip Hop;Def Jam, Roc Nation;85;5;60;5
2397;Mandy Moore;Silver Landings;March 6,;Pop Rock;Verve Forecast;77;9;68;9
2398;LEYA;Flood Dream;March 6,;Avant-Folk, Chamber Folk;NNA Tapes;80;1;72;1
2399;CJ Fly;RUDEBWOY;March 6,;Hip Hop;Pro Era;NR;0;74;42
2400;Hot Mulligan;You'll Be Fine;March 6,;Emo, Pop Punk;No Sleep;64;2;70;2
2401;The Saxophones;Eternity Bay;March 6,;-;Full Time Hobby;85;2;69;2
2402;Overcoats;The Fight;March 6,;-;Loma Vista;60;1;71;1
2403;CocoRosie;Put The Shine On;March 6,;Art Pop;Marathon Artists;55;4;70;4
2404;Body Count;Carnivore;March 6,;;- ;59;5;57;5
2405;THICK;5 Years Behind;March 6,;Garage Punk, Indie Rock;Epitaph;78;3;69;3
2406;Medasin;RIPPLS;March 6,;;- ;NR;0;62;21
